Semestre,Exposición,Nivel,Clon,Transpiración,Uso eficiente del agua,ALTURA / PLANTA (cm) ,No TOTAL RAMAS,Área de copa (A) =m2,pH,P,K,CICE,CE,%Ar,%L,% Poros,Peso Almendras (gr) 
2015-2,SOMBRA,50,SCC19,"0,67","1,1343283582089552","266,0","2,1666666666666665","8,547220219999998","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","115,2275"
2015-2,SOMBRA,50,SCC52,"1,18","1,3554501387570663","261,0","2,6666666666666665","10,5751492","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","108,505"
2015-2,SOMBRA,50,SCC61,"1,336666666666667","2,8447527558352297","250,6","3,0","8,982525552","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","129,3657142857143"
2015-2,SOMBRA,50,SCC64,"1,4659999999999995","1,472523093572788","256,1666666666667","2,333333333333333","8,89659232","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","67,90055555555553"
2015-2,SOMBRA,50,SCC83,"1,5","2,1600179681840843","249,0","2,5","10,511531800000002","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","93,26333333333334"
2015-2,SOMBRA,50,TSH565,"1,1133333333333333","1,949448058793409","208,83333333333331","2,1666666666666665","6,84002242","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","97,55428571428571"
2016-1,SOMBRA,50,SCC52,"0,6166666666666667","2,249340831376427","282,6666666666667","2,5","12,53634536","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","71,232"
2016-1,SOMBRA,50,SCC64,"1,186","2,7293794307654733","280,5","2,1666666666666665","13,41426548","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","37,795"
2016-1,SOMBRA,50,TSH565,"1,0933333333333333","2,1052440676334485","222,33333333333331","2,0","7,8134733600000015","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","74,34833333333334"
2016-2,SOMBRA,50,CCN51,"1,3500000000000003","1,733465691396726","281,5","2,0","10,87878484","5,284000000000002","13,156162191974401","0,1462426184","5,763477450213026","0,16319663999999995","28,3","23,2","43,672464613092345","126,4575"
